frame,time_s,raw_elbow,true_elbow,raw_shFlex,true_shFlex,raw_shAbd,true_shAbd,q_sho_x,q_sho_y,q_sho_z,q_sho_w,occluded
200,6.667,57.410,89.992,168.334,24.247,157.340,31.059,0.999962,0.005449,0.006797,-0.000067,0
201,6.700,57.345,89.915,168.327,24.254,157.653,30.770,0.999930,0.003307,0.011367,-0.000057,0
202,6.733,57.544,90.154,168.056,24.544,157.552,30.863,0.999954,0.004399,0.008530,-0.000072,0
203,6.767,56.741,89.189,167.254,25.401,157.305,31.091,0.999864,-0.002033,0.016345,0.000044,0
204,6.800,56.360,88.730,166.867,25.815,157.353,31.046,0.999882,-0.001131,0.015306,0.000022,0
205,6.833,57.174,89.709,167.616,25.014,157.804,30.631,0.999923,0.004751,0.011430,-0.000092,0
206,6.867,56.343,88.709,167.075,25.593,157.335,31.063,0.999848,-0.002787,0.017186,0.000061,0
207,6.900,56.936,89.422,167.670,24.956,157.420,30.984,0.999898,0.001141,0.014229,-0.000029,0
208,6.933,57.268,89.822,168.236,24.352,157.691,30.735,0.999929,0.002725,0.011616,-0.000050,0
209,6.967,57.376,89.952,167.523,25.113,157.422,30.983,0.999885,-0.000983,0.015121,0.000018,0
210,7.000,57.607,90.230,168.458,24.114,157.639,30.783,0.999844,-0.002029,0.017525,0.000046,0
211,7.033,56.626,89.050,168.039,24.563,157.656,30.767,0.999784,-0.005535,0.020027,0.000141,0
212,7.067,56.412,88.792,167.402,25.243,157.686,30.739,0.999792,-0.005298,0.019692,0.000128,0
213,7.100,56.626,89.050,167.837,24.779,157.681,30.744,0.999826,-0.004037,0.018232,0.000101,0
214,7.133,56.631,89.056,167.240,25.416,157.546,30.868,0.999818,-0.004485,0.018561,0.000109,0
215,7.167,56.534,88.940,167.595,25.037,157.699,30.728,0.999853,-0.000918,0.017144,0.000018,0
216,7.200,57.070,89.584,167.463,25.178,157.541,30.873,0.999859,-0.001945,0.016703,0.000040,0
217,7.233,56.368,88.740,167.712,24.912,157.577,30.840,0.999818,-0.004316,0.018580,0.000096,0
218,7.267,56.479,88.873,167.807,24.810,157.869,30.571,0.999766,-0.004910,0.021047,0.000127,0
219,7.300,57.443,90.033,168.291,24.293,157.623,30.797,0.999839,-0.002580,0.017736,0.000057,0
220,7.333,56.847,89.315,167.770,24.850,157.425,30.980,0.999859,-0.003546,0.016423,0.000071,0
221,7.367,57.007,89.508,167.960,24.647,157.496,30.915,0.999822,-0.003651,0.018505,0.000083,0
222,7.400,56.546,88.954,167.381,25.265,157.424,30.981,0.999867,-0.001551,0.016215,0.000029,0
223,7.433,56.171,88.503,167.289,25.364,157.440,30.966,0.999894,0.000312,0.014549,-0.000011,0
224,7.467,56.355,88.724,167.499,25.139,157.537,30.877,0.999875,-0.001579,0.015723,0.000028,0
225,7.500,56.682,89.117,167.446,25.196,157.479,30.931,0.999854,-0.002687,0.016902,0.000053,0
226,7.533,56.924,89.408,167.975,24.631,157.303,31.093,0.999886,-0.001760,0.015017,0.000029,0
227,7.567,57.248,89.798,168.038,24.563,157.505,30.906,0.999843,-0.002513,0.017545,0.000054,0
228,7.600,56.248,88.596,168.152,24.441,157.892,30.549,0.999847,-0.001561,0.017445,0.000035,0
229,7.633,56.558,88.968,167.948,24.659,157.554,30.861,0.999888,-0.000453,0.014961,0.000008,0
230,7.667,56.343,88.710,167.818,24.799,157.632,30.789,0.999878,-0.001125,0.015585,0.000022,0
231,7.700,56.412,88.792,167.416,25.228,157.817,30.619,0.999855,-0.000760,0.017000,0.000014,0
232,7.733,56.338,88.704,167.851,24.763,157.527,30.886,0.999901,0.000083,0.014051,-0.000004,0
233,7.767,56.512,88.913,166.721,25.971,157.434,30.972,0.999880,-0.000480,0.015498,0.000004,0
234,7.800,56.248,88.595,167.344,25.305,157.714,30.714,0.999888,0.000486,0.014970,-0.000015,0
235,7.833,56.403,88.782,167.870,24.743,157.705,30.722,0.999909,0.002400,0.013303,-0.000049,0
236,7.867,56.391,88.767,168.178,24.414,157.543,30.871,0.999891,0.000665,0.014771,-0.000015,0
237,7.900,56.459,88.849,168.072,24.528,157.685,30.740,0.999891,0.002180,0.014605,-0.000045,0
238,7.933,56.610,89.030,166.600,26.100,157.516,30.896,0.999912,0.001291,0.013228,-0.000030,0
239,7.967,56.710,89.151,167.477,25.163,157.789,30.645,0.999842,-0.001171,0.017714,0.000027,0
240,8.000,56.880,89.355,168.667,23.892,158.125,30.334,0.999867,0.001553,0.016232,-0.000034,0
241,8.033,57.459,90.052,168.904,23.638,157.848,30.590,0.999814,-0.002838,0.019089,0.000067,0
242,8.067,56.733,89.178,168.308,24.274,158.034,30.418,0.999868,0.001506,0.016173,-0.000035,0
243,8.100,56.493,88.890,168.233,24.355,157.945,30.501,0.999878,0.000602,0.015625,-0.000012,0
244,8.133,56.696,89.134,167.282,25.371,157.616,30.804,0.999903,-0.000669,0.013886,0.000008,0
245,8.167,56.213,88.553,167.015,25.656,157.789,30.645,0.999830,-0.002011,0.018314,0.000040,0
246,8.200,56.747,89.195,168.250,24.336,158.306,30.168,0.999850,-0.000921,0.017299,0.000017,0
247,8.233,56.023,88.324,167.448,25.194,158.317,30.157,0.999888,0.000383,0.014956,-0.000010,0
248,8.267,56.790,89.247,168.397,24.180,158.441,30.043,0.999888,0.001419,0.014871,-0.000030,0
249,8.300,56.852,89.322,168.406,24.170,158.461,30.025,0.999888,0.001022,0.014964,-0.000027,0
250,8.333,56.367,88.738,167.826,24.790,158.128,30.332,0.999919,0.000591,0.012715,-0.000015,0
251,8.367,56.315,88.676,168.306,24.277,158.148,30.314,0.999878,0.000124,0.015607,-0.000006,0
252,8.400,55.582,87.795,168.295,24.289,158.209,30.258,0.999883,0.000963,0.015278,-0.000021,0
253,8.433,56.002,88.300,167.872,24.741,158.135,30.325,0.999865,-0.000940,0.016405,0.000015,0
254,8.467,55.170,87.299,167.324,25.326,158.082,30.374,0.999899,0.000366,0.014224,-0.000009,0
255,8.500,56.373,88.746,168.129,24.466,158.250,30.219,0.999938,0.002035,0.010958,-0.000032,0
